student_id,name,grade_level,gender,attendance_rate,study_hours_per_week,math_score,science_score,english_score,history_score,gpa,extracurricular_activities,internet_access,parent_education_level,free_lunch,passed
1251,Drew Brown,10,Female,79.3,14.0,86,84,81.0,79,3.21,Yes,Yes,Bachelor's,No,Yes
1252,Casey Lopez,12,Male,99.3,1.0,65,62,68.0,62,1.79,No,No,High School,No,No
1253,Avery Harris,11,Male,96.2,2.0,64,69,71.0,69,2.15,Yes,Yes,High School,No,Yes
1254,Rowan Anderson,9,Female,90.3,12.0,70,63,77.0,70,2.21,Yes,Yes,High School,Yes,Yes
1255,Morgan Thomas,9,Male,89.3,13.0,76,98,89.0,92,3.37,Yes,Yes,Graduate,No,Yes
1256,Emery Singh,11,Female,86.3,5.0,62,62,62.0,54,1.72,Yes,Yes,Bachelor's,No,No
1257,Taylor Lee,9,Male,93.4,5.0,66,74,78.0,62,2.26,No,Yes,High School,No,Yes
1258,Casey Kim,10,Female,85.0,10.0,76,73,87.0,75,2.83,No,Yes,Bachelor's,No,Yes
1259,Sage Clark,12,Male,89.9,0.0,58,54,64.0,52,1.43,Yes,Yes,None,No,No
1260,Dakota Johnson,9,Female,95.0,0.0,61,69,62.0,73,1.97,No,Yes,High School,No,No
1261,Casey White,9,Male,83.5,6.0,60,70,64.0,64,1.87,No,Yes,High School,Yes,No
1262,Avery Khan,12,Female,83.1,14.0,84,85,93.0,85,3.21,No,Yes,Graduate,Yes,Yes
1263,Logan Brown,11,Male,78.4,6.0,80,80,76.0,72,2.56,Yes,Yes,,Yes,Yes
1264,Micah Thomas,9,Male,79.5,8.0,70,71,71.0,72,2.34,Yes,Yes,Bachelor's,No,Yes
1265,Parker Jackson,12,Female,73.4,12.0,66,66,77.0,57,2.07,Yes,No,None,Yes,Yes
1266,Cameron Smith,12,Male,93.8,16.0,80,79,85.0,82,2.86,No,Yes,High School,Yes,Yes
1267,Quinn Lee,11,Male,100.0,5.0,66,77,83.0,65,2.53,No,Yes,Bachelor's,No,Yes
1268,Sage Khan,11,Male,99.4,7.0,83,78,77.0,80,2.82,Yes,Yes,,Yes,Yes
1269,Sage Clark,10,Male,75.0,15.0,72,87,82.0,60,2.69,Yes,Yes,Graduate,No,Yes
1270,Avery Smith,9,Male,93.8,1.0,58,56,70.0,50,1.61,No,Yes,Bachelor's,Yes,No
1271,Alex Khan,11,Female,99.4,,79,81,83.0,91,3.05,No,Yes,High School,No,Yes
1272,Morgan Garcia,10,Male,84.3,3.0,61,69,65.0,70,2.02,Yes,Yes,Bachelor's,No,Yes
1273,Micah Rodriguez,11,Female,88.8,8.0,67,71,67.0,81,2.37,No,Yes,Graduate,Yes,Yes
1274,Cameron Rodriguez,12,Non-binary,71.9,7.0,64,67,76.0,79,2.44,Yes,Yes,High School,Yes,Yes
1275,Drew Lee,9,Male,90.1,4.0,61,73,71.0,78,2.29,Yes,Yes,Bachelor's,Yes,Yes
1276,Drew Khan,11,Female,79.5,4.0,74,79,75.0,71,2.61,Yes,Yes,Graduate,Yes,Yes
1277,Skyler White,9,Female,89.6,9.0,73,70,70.0,67,2.2,No,Yes,High School,No,Yes
1278,Jordan Jackson,12,Female,75.5,11.0,73,70,80.0,78,2.66,No,Yes,Graduate,No,Yes
1279,Jordan Smith,9,Male,92.3,7.0,62,67,75.0,67,2.1,Yes,Yes,High School,No,Yes
1280,Sam Nguyen,11,Male,96.2,8.0,89,85,82.0,97,3.41,Yes,Yes,Bachelor's,No,Yes
1281,Drew Nguyen,11,Male,,10.0,68,72,69.0,70,2.28,Yes,Yes,Bachelor's,No,Yes
1282,Emery Davis,10,Female,78.9,4.0,46,64,63.0,67,1.87,Yes,Yes,Bachelor's,Yes,No
1283,Drew Garcia,11,Non-binary,70.8,10.0,51,58,59.0,58,1.4,Yes,Yes,High School,No,No
1284,Cameron Jackson,11,Female,85.9,11.0,62,73,71.0,84,2.28,Yes,Yes,Bachelor's,No,Yes
1285,Logan Thomas,11,Male,83.3,18.0,92,84,78.0,96,3.22,Yes,Yes,,No,Yes
1286,Morgan Moore,11,Female,75.6%,6.0,70,56,62.0,56,1.63,Yes,Yes,High School,No,No
1287,Parker Patel,12,Male,91.6,6.0,69,61,62.0,64,1.8,Yes,Yes,High School,No,No
1288,Parker Smith,10,Female,,11.0,70,74,76.0,70,2.49,No,Yes,Bachelor's,No,Yes
1289,Drew White,10,Male,79.4,11.0,77,75,74.0,60,2.37,Yes,Yes,High School,No,Yes
1290,Dakota Brown,9,Female,83.6,5.0,36,40,40.0,45,0.54,No,No,High School,Yes,No
1291,Sam Khan,12,Female,96.6,6.0,70,71,78.0,73,2.42,No,Yes,Graduate,No,Yes
1292,Logan White,10,Male,92.8,10.0,89,90,81.0,83,3.13,No,Yes,High School,Yes,Yes
1293,Avery Smith,10,Male,87.0,4.0,56,64,57.0,58,1.81,Yes,Yes,High School,Yes,No
1294,Parker Smith,9,Female,93.0,6.0,84,80,84.0,60,2.61,Yes,Yes,High School,No,Yes
1295,Hayden Smith,12,Male,78.7,8.0,73,69,74.0,83,2.42,No,Yes,High School,No,Yes
1296,Jamie Garcia,10,Female,88.3,11.0,69,70,77.0,71,2.47,Yes,Yes,Bachelor's,No,Yes
1297,Cameron Johnson,11,Female,89.2,5.0,63,79,62.0,72,2.21,Yes,Yes,High School,Yes,Yes
1298,Sam Moore,9,Female,84.2,0.0,30,45,53.0,48,1.0,Yes,No,None,Yes,No
1299,Alex Chen,12,Male,91.5,0.0,75,77,78.0,88,2.78,Yes,Yes,Graduate,No,Yes
1300,Quinn Clark,9,Male,81.8,2.0,63,62,65.0,57,1.9,Yes,No,Bachelor's,No,No
1301,Dakota Moore,9,Male,92.1,2.0,69,73,69.0,52,2.15,No,Yes,Bachelor's,Yes,Yes
1302,Alex Clark,12,Non-binary,92.4,7.0,85,83,92.0,87,3.19,Yes,Yes,,No,Yes
1303,Kai Nguyen,12,Male,64.7,,50,59,63.0,59,1.51,Yes,Yes,Graduate,No,No
1304,Parker Brown,9,Male,97.5,5.0,66,72,66.0,59,2.12,No,Yes,High School,Yes,Yes
1305,Morgan Jackson,10,Male,63.6,4.0,48,37,52.0,45,0.94,Yes,No,Bachelor's,No,No
1306,Avery Nguyen,11,Non-binary,83.1,6.0,70,70,68.0,67,2.07,No,Yes,Bachelor's,No,Yes
1307,Parker Johnson,12,Male,96.2%,13.0,79,73,85.0,70,2.56,Yes,Yes,High School,No,Yes
1308,Avery Khan,10,Female,85.5%,10.0,52,53,59.0,63,1.27,Yes,Yes,High School,No,No
1309,Taylor Moore,10,Female,76.3,8.0,65,58,65.0,57,1.85,No,Yes,High School,Yes,No
1310,Rowan Clark,11,Female,79.3,6.0,35,59,55.0,53,1.15,Yes,Yes,,No,No
1311,Emery Harris,11,Non-binary,96.2,6.0,88,86,90.0,84,3.24,Yes,Yes,Bachelor's,No,Yes
1312,Taylor Lee,12,Female,72.6,9.0,78,61,61.0,73,2.02,No,Yes,Bachelor's,No,Yes
1313,Sam Thomas,11,Female,97.0,,61,73,76.0,72,2.2,No,Yes,High School,No,Yes
1314,Riley Jackson,9,Male,87.6,4.0,56,52,62.0,60,1.52,No,Yes,High School,Yes,No
1315,Rowan Anderson,12,Female,78.5,8.0,50,55,52.0,49,1.16,Yes,Yes,High School,No,No
1316,Finley Moore,12,Female,83.3,0.0,48,60,55.0,56,1.43,Yes,Yes,Bachelor's,Yes,No
1317,Finley Jackson,12,Female,79.9,8.0,80,75,78.0,85,2.89,No,Yes,Graduate,No,Yes
1318,Logan Davis,9,Female,94.9,11.0,100,98,98.0,100,4.0,Yes,Yes,Graduate,No,Yes
1319,Skyler Smith,9,Non-binary,93.9,6.0,81,84,83.0,87,3.07,Yes,Yes,Graduate,No,Yes
1320,Avery Davis,11,Female,74.2,15.0,76,62,71.0,78,2.5,No,Yes,Graduate,No,Yes
1321,Taylor Patel,9,Female,84.8,4.0,64,69,79.0,56,2.03,Yes,Yes,Graduate,No,Yes
1322,Sage Lee,12,Male,81.1,8.0,78,79,68.0,54,2.1,Yes,Yes,High School,No,Yes
1323,Kai Lee,10,Male,98.3,7.0,87,87,91.0,87,3.28,Yes,Yes,None,No,Yes
1324,Micah Anderson,11,Male,77.2,7.0,61,61,69.0,56,1.65,Yes,,High School,No,No
1325,Riley Lopez,12,Male,100.0,7.0,78,95,82.0,83,3.12,No,Yes,High School,No,Yes
1326,Riley Singh,10,Male,87.7,8.0,73,89,68.0,66,2.44,No,Yes,High School,No,Yes
1327,Alex Thomas,10,Male,78.7,11.0,63,64,58.0,48,1.42,Yes,Yes,High School,Yes,No
1328,Morgan Singh,11,Female,82.6,13.0,65,62,70.0,73,2.32,Yes,Yes,Graduate,No,Yes
1329,Parker Rodriguez,11,Male,81.6,7.0,46,65,62.0,61,1.57,Yes,Yes,High School,No,No
1330,Parker Johnson,10,Female,77.8,11.0,71,88,76.0,67,2.44,Yes,Yes,Graduate,No,Yes
1331,Quinn Jackson,11,Female,88.8,5.0,76,74,77.0,71,2.63,Yes,Yes,Bachelor's,No,Yes
1332,Avery Davis,12,Male,78.2,11.0,88,83,86.0,86,3.11,No,,Bachelor's,No,Yes
1333,Dakota Garcia,10,Male,70.6,4.0,46,52,54.0,57,1.38,Yes,Yes,Bachelor's,No,No
1334,Drew Moore,9,Male,85.0,12.0,63,69,78.0,75,2.28,Yes,Yes,High School,No,Yes
1335,Dakota Anderson,10,Non-binary,73.6,16.0,78,85,81.0,82,2.89,No,Yes,Bachelor's,No,Yes
1336,Micah Johnson,10,Male,82.0,7.0,68,60,65.0,67,2.03,Yes,Yes,High School,Yes,Yes
1337,Avery Patel,9,Female,,0.0,46,60,68.0,49,1.53,No,Yes,Graduate,No,No
1338,Casey Smith,9,Female,81.0,5.0,61,51,57.0,55,1.56,Yes,Yes,High School,No,No
1339,Logan Brown,11,Non-binary,100.0,12.0,88,82,97.0,77,3.19,Yes,Yes,High School,Yes,Yes
1340,Rowan Lee,10,Male,88.5,10.0,84,88,77.0,78,3.01,No,Yes,Bachelor's,Yes,Yes
1341,Sam Anderson,12,Male,,,79,78,83.0,72,2.82,Yes,,,No,Yes
1342,Sage Singh,9,Male,,12.0,73,68,73.0,74,2.42,Yes,Yes,,No,Yes
1343,Hayden Clark,9,Male,82.8,9.0,82,74,82.0,72,2.7,Yes,Yes,Bachelor's,No,Yes
1344,,11,Male,89.7,12.0,86,71,88.0,82,2.81,No,Yes,High School,No,Yes
1345,Sam Rodriguez,12,Female,79.8,11.0,58,64,72.0,75,2.19,No,Yes,,No,Yes
1346,Micah Lopez,10,Female,95.3,14.0,62,74,62.0,79,2.25,Yes,No,High School,No,Yes
1347,Logan Johnson,9,Female,78.4,9.0,54,66,47.0,55,1.42,No,Yes,High School,Yes,No
1348,Casey Johnson,9,Female,85.7,11.0,68,67,79.0,71,2.48,No,Yes,High School,No,Yes
1349,Morgan Rodriguez,10,Male,83.3,6.0,68,77,75.0,69,2.27,Yes,Yes,,Yes,Yes
1350,Hayden Smith,10,Female,89.3,5.0,65,61,77.0,76,2.44,Yes,Yes,High School,No,Yes
1351,Jordan Smith,9,Female,82.9,14.0,75,68,72.0,60,2.21,Yes,Yes,High School,No,Yes
1352,Avery Nguyen,9,Female,85.8,8.0,67,56,58.0,56,1.7,Yes,Yes,High School,Yes,No
1353,Cameron White,10,Female,86.1,11.0,52,66,60.0,79,1.92,Yes,No,High School,Yes,No
1354,,12,Male,82.1,8.0,68,81,71.0,67,2.22,Yes,Yes,Bachelor's,No,Yes
1355,Micah Anderson,11,Male,91.9,5.0,53,50,57.0,47,1.23,Yes,Yes,High School,Yes,No
1356,Morgan Martinez,10,Male,,8.0,66,67,79.0,65,2.28,Yes,Yes,Bachelor's,No,Yes
1357,Kai Garcia,9,Male,,13.0,78,85,91.0,58,2.81,No,Yes,Graduate,No,Yes
1358,,9,Female,84.6,10.0,37,51,64.0,61,1.31,Yes,No,High School,Yes,No
1359,Finley Lee,10,Male,94.4,1.0,84,75,73.0,77,2.48,No,Yes,Graduate,No,Yes
1360,Jamie Thomas,11,Female,86.1,7.0,73,79,67.0,66,2.2,No,Yes,High School,No,Yes
1361,Kai Patel,12,Female,85.5,15.0,62,68,77.0,64,2.36,No,No,None,Yes,Yes
1362,Riley Kim,12,Male,88.8,7.0,78,72,71.0,75,2.41,No,Yes,Bachelor's,No,Yes
1363,Kai Clark,12,Male,,0.0,69,84,74.0,61,2.54,No,Yes,Bachelor's,No,Yes
1364,Taylor Chen,12,Female,,15.0,70,83,76.0,62,2.35,Yes,Yes,Bachelor's,No,Yes
1365,Hayden Davis,12,Female,94.2,10.0,64,68,68.0,67,2.08,No,Yes,,No,Yes
1366,Drew Singh,9,Male,72.9,7.0,78,67,73.0,65,2.39,Yes,Yes,,No,Yes
1367,Avery Moore,9,Male,89.7,6.0,71,68,69.0,72,2.2,No,Yes,High School,No,Yes
1368,Alex Nguyen,10,Female,,12.0,88,95,,80,3.57,Yes,Yes,High School,No,Yes
1369,Skyler Rodriguez,11,Male,91.9,5.0,78,64,74.0,74,2.44,Yes,No,High School,Yes,Yes
1370,Quinn White,9,Female,89.4,12.0,71,68,77.0,68,2.39,Yes,,Graduate,No,Yes
1371,Rowan Chen,12,Male,83.5,10.0,73,76,77.0,79,2.62,No,Yes,None,Yes,Yes
1372,Reese Davis,11,Male,88.2,8.0,82,74,78.0,78,2.81,Yes,Yes,Bachelor's,No,Yes
1373,Quinn Garcia,11,Female,86.0,8.0,93,81,75.0,81,3.16,Yes,Yes,Bachelor's,No,Yes
1374,,9,Female,81.7,7.0,71,86,77.0,61,2.49,Yes,Yes,,No,Yes
1375,Taylor Harris,9,Female,85.7,12.0,77,78,76.0,82,2.93,Yes,Yes,Bachelor's,No,Yes
1376,Finley Singh,9,Male,89.6,4.0,67,65,68.0,66,2.02,No,Yes,Graduate,No,Yes
1377,Finley Brown,12,Non-binary,81.9,1.0,64,65,60.0,57,1.88,No,Yes,High School,No,No
1378,Reese Martinez,11,Female,81.5,10.0,59,66,68.0,72,2.12,Yes,,None,No,Yes
1379,Sam Chen,11,Male,77.1,10.0,72,84,69.0,70,2.39,Yes,Yes,Bachelor's,No,Yes
1380,Alex Singh,10,Male,91.1,9.0,53,65,65.0,74,1.98,Yes,Yes,High School,Yes,No
1381,Logan Anderson,10,Male,92.4,9.0,63,71,78.0,82,2.49,Yes,Yes,High School,Yes,Yes
1382,Logan Nguyen,10,Female,89.9,6.0,77,71,82.0,87,2.73,No,Yes,High School,No,Yes
1383,Riley Rodriguez,11,Male,95.7,11.0,72,65,76.0,68,2.34,No,Yes,High School,No,Yes
1384,Alex Davis,12,Female,88.7,7.0,75,55,69.0,51,1.87,Yes,Yes,,Yes,No
1385,Taylor Harris,9,Male,91.1,6.0,62,63,62.0,68,1.92,No,Yes,None,Yes,No
1386,Jordan Garcia,12,Non-binary,90.4,6.0,66,65,70.0,74,2.21,Yes,No,Graduate,No,Yes
1387,Dakota Garcia,9,Male,87.3,16.0,69,83,77.0,70,2.55,No,Yes,High School,Yes,Yes
1388,Kai Davis,12,Female,83.8,1.0,65,59,66.0,67,1.92,Yes,No,Graduate,No,No
1389,Morgan Lopez,9,Male,,9.0,94,88,86.0,83,3.31,No,Yes,Graduate,No,Yes
1390,,9,Male,84.4,1.0,53,50,55.0,52,1.22,Yes,Yes,High School,Yes,No
1391,,12,Female,82.7,7.0,68,76,68.0,76,2.67,No,Yes,Bachelor's,No,Yes
1392,Quinn Harris,9,Female,91.5,6.0,84,74,86.0,71,2.64,Yes,Yes,Bachelor's,Yes,Yes
1393,Sage Davis,10,Female,90.0,0.0,64,66,73.0,71,2.14,Yes,Yes,Bachelor's,Yes,Yes
1394,Finley Lee,10,Male,76.8,9.0,66,73,64.0,74,2.19,Yes,Yes,High School,Yes,Yes
1395,,9,Female,97.0,6.0,100,95,95.0,94,3.98,Yes,No,High School,Yes,Yes
1396,Jordan Clark,11,Female,87.2,0.0,64,63,60.0,73,1.87,Yes,Yes,None,No,No
1397,Casey Garcia,12,Female,79.1,11.0,66,76,69.0,80,2.49,No,Yes,Bachelor's,No,Yes
1398,Sam Harris,12,Male,97.5,13.0,78,78,73.0,78,2.7,No,No,,No,Yes
1399,Avery Brown,10,Female,93.0,13.0,79,86,80.0,67,2.78,Yes,Yes,Bachelor's,No,Yes
1400,Micah Lee,11,Female,77.9,9.0,62,68,81.0,65,2.35,No,No,Bachelor's,Yes,Yes
1401,Skyler Wilson,9,Non-binary,100.0,8.0,96,100,92.0,99,3.94,No,Yes,Graduate,No,Yes
1402,Avery Rodriguez,9,Male,93.3,13.0,99,91,99.0,83,3.55,Yes,Yes,Bachelor's,Yes,Yes
1403,Micah Martinez,9,Male,87.9,,78,91,80.0,80,3.01,Yes,Yes,None,No,Yes
1404,Drew Moore,12,Female,100.0,12.0,77,80,87.0,84,2.79,Yes,Yes,Graduate,Yes,Yes
1405,Hayden Rodriguez,12,Female,89.3,4.0,62,75,67.0,80,2.35,Yes,Yes,High School,No,Yes
1406,,12,Female,87.8,8.0,56,63,61.0,55,1.56,No,Yes,None,No,No
1407,Morgan Rodriguez,10,Male,82.7%,9.0,55,67,63.0,56,1.71,No,Yes,Bachelor's,No,No
1408,Logan Clark,10,Male,92.7,0.0,60,63,82.0,68,2.02,No,Yes,Graduate,Yes,Yes
1409,Alex Martinez,10,Female,91.8,9.0,88,85,84.0,81,3.15,Yes,Yes,High School,Yes,Yes
1410,Casey Garcia,11,Male,88.1,17.0,89,99,87.0,87,3.29,No,Yes,High School,Yes,Yes
1411,Riley Martinez,10,Male,81.7,10.0,73,70,77.0,79,2.57,No,Yes,High School,Yes,Yes
1412,Sam Jackson,9,Female,89.0,13.0,79,76,89.0,71,2.66,Yes,No,None,Yes,Yes
1413,Morgan Nguyen,9,Female,87.4,8.0,65,60,57.0,64,1.72,No,Yes,High School,Yes,No
1414,Alex Harris,12,Female,77.3,7.0,60,63,63.0,68,2.03,Yes,Yes,Bachelor's,No,Yes
1415,Emery Chen,10,Male,76.2,9.0,59,70,60.0,57,1.86,Yes,Yes,,No,No
1416,Micah Chen,12,Male,92.5,4.0,49,46,52.0,58,1.33,Yes,No,High School,Yes,No
1417,Taylor Wilson,9,Female,67.2,4.0,58,51,57.0,58,1.64,Yes,,High School,No,No
1418,Avery Harris,11,Male,89.6,13.0,73,82,68.0,78,2.51,No,Yes,High School,No,Yes
1419,Hayden Smith,9,Male,84.2,13.0,74,82,88.0,80,3.06,Yes,Yes,,Yes,Yes
1420,Logan Brown,9,Male,98.5,4.0,73,96,78.0,86,2.9,Yes,Yes,Bachelor's,Yes,Yes
1421,Emery Martinez,9,Female,84.1,11.0,70,69,72.0,67,2.33,Yes,Yes,Bachelor's,No,Yes
1422,,9,Female,93.3,7.0,77,81,87.0,76,2.82,Yes,Yes,Bachelor's,No,Yes
1423,Parker Davis,12,Female,84.8,9.0,53,62,68.0,75,1.88,Yes,Yes,High School,Yes,No
1424,Cameron Garcia,10,Female,88.9%,9.0,65,65,61.0,68,2.05,Yes,Yes,Bachelor's,No,Yes
1425,Casey Nguyen,11,Male,93.9,11.0,82,68,74.0,71,2.59,No,Yes,High School,Yes,Yes
1426,Jamie Lee,10,Male,84.3,8.0,79,70,67.0,67,2.42,Yes,Yes,High School,No,Yes
1427,Dakota Chen,10,Male,96.0,13.0,79,85,82.0,67,2.78,No,Yes,Graduate,No,Yes
1428,Alex Kim,11,Male,80.1,9.0,78,83,86.0,79,2.96,Yes,Yes,Bachelor's,No,Yes
1429,Finley Chen,9,Male,90.4,10.0,60,66,63.0,75,2.11,No,,Graduate,No,Yes
1430,Taylor Chen,12,Male,95.4,4.0,72,67,79.0,72,2.46,No,No,Graduate,No,Yes
1431,Finley Anderson,12,Male,93.3,16.0,81,86,85.0,83,3.13,Yes,Yes,Bachelor's,No,Yes
1432,Dakota Singh,11,Female,100.0,9.0,85,84,94.0,70,3.06,Yes,Yes,Graduate,No,Yes
1433,Morgan Rodriguez,10,Female,81.9,10.0,67,73,79.0,67,2.46,No,Yes,High School,No,Yes
1434,Cameron Chen,9,Male,77.0,1.0,40,67,54.0,57,1.24,Yes,Yes,None,Yes,No
1435,Taylor Khan,12,Female,80.0,4.0,53,59,48.0,53,1.32,No,Yes,None,Yes,No
1436,Parker Rodriguez,10,Female,93.3,12.0,65,63,71.0,78,2.1,Yes,No,High School,Yes,Yes
1437,Logan Wilson,9,Female,92.0,9.0,79,78,83.0,80,2.88,Yes,Yes,,No,Yes
1438,Jordan Nguyen,10,Female,88.8,0.0,62,75,74.0,72,2.49,Yes,Yes,High School,Yes,Yes
1439,Reese Moore,12,Male,79.0,12.0,69,74,73.0,66,2.27,No,Yes,Bachelor's,No,Yes
1440,Micah Wilson,11,Female,94.1,,65,60,60.0,67,1.9,Yes,Yes,Bachelor's,No,No
1441,Avery Singh,11,Male,78.2,13.0,73,77,74.0,66,2.5,No,Yes,,No,Yes
1442,Morgan Patel,12,Male,97.3,7.0,91,91,94.0,78,3.14,No,Yes,High School,No,Yes
1443,Drew Martinez,9,Male,100.0,8.0,90,94,86.0,75,3.16,Yes,Yes,Bachelor's,No,Yes
1444,Hayden Singh,12,Male,90.9,12.0,91,87,96.0,99,3.65,Yes,Yes,High School,No,Yes
1445,Rowan Rodriguez,10,Male,92.7,4.0,62,65,70.0,56,1.61,Yes,No,None,Yes,No
1446,Avery Singh,11,Male,84.1,4.0,66,52,65.0,61,1.67,Yes,No,High School,Yes,No
1447,Logan Kim,9,Female,73.5,7.0,64,56,72.0,59,1.98,No,Yes,High School,Yes,No
1448,Hayden Clark,12,Male,83.2,,69,76,77.0,59,2.4,Yes,No,High School,Yes,Yes
1449,Sam Lopez,10,Male,79.3,2.0,59,62,66.0,62,1.88,Yes,Yes,Bachelor's,Yes,No
1450,Micah Moore,9,Male,76.4,1.0,54,44,61.0,35,1.15,No,Yes,Bachelor's,No,No
1451,Logan Anderson,10,Male,100.0,11.0,93,91,98.0,87,3.58,No,Yes,Bachelor's,Yes,Yes
1452,Drew Singh,9,Male,90.2,5.0,66,68,82.0,76,2.51,Yes,Yes,High School,Yes,Yes
1453,Alex White,9,Male,91.0,6.0,75,81,83.0,83,2.85,No,Yes,Bachelor's,No,Yes
1454,Sage Lee,11,Male,85.5,0.0,70,79,75.0,68,2.47,Yes,Yes,Bachelor's,No,Yes
1455,Parker Harris,10,Female,,5.0,68,63,66.0,53,1.79,No,Yes,High School,No,No
1456,Morgan Jackson,12,Female,95.7,7.0,74,74,81.0,70,2.68,Yes,Yes,Bachelor's,No,Yes
1457,Rowan Lopez,10,Female,87.7,11.0,85,74,79.0,75,2.91,Yes,No,High School,Yes,Yes
1458,Jamie Anderson,11,Female,92.2,4.0,80,70,75.0,68,2.61,Yes,Yes,High School,No,Yes
1459,Taylor Lopez,10,Female,86.4,14.0,72,77,57.0,73,2.23,No,No,High School,Yes,Yes
1460,Finley Brown,11,Non-binary,85.3,5.0,65,60,70.0,51,1.7,No,Yes,Bachelor's,Yes,No
1461,Morgan Moore,11,Female,76.7,5.0,55,57,64.0,65,1.86,Yes,,High School,No,No
1462,Finley Nguyen,10,Female,72.2,14.0,67,64,70.0,67,2.17,No,Yes,High School,No,Yes
1463,Cameron Wilson,12,Female,85.9,8.0,62,58,77.0,75,2.2,No,Yes,High School,Yes,Yes
1464,Alex Lopez,10,Female,88.5,5.0,67,73,83.0,78,2.52,Yes,Yes,Graduate,Yes,Yes
1465,Micah Jackson,9,Male,77.7,7.0,63,75,76.0,72,2.41,No,Yes,High School,No,Yes
1466,Morgan Kim,11,Male,87.7,13.0,93,86,83.0,86,3.15,Yes,Yes,High School,No,Yes
1467,Sage Lopez,12,Male,88.4,13.0,61,72,74.0,63,2.21,No,No,High School,Yes,Yes
1468,Casey Smith,9,Male,70.8,4.0,71,60,68.0,50,1.98,Yes,Yes,Graduate,No,No
1469,Logan Lee,10,Female,80.7,7.0,71,72,75.0,54,2.33,Yes,Yes,Bachelor's,No,Yes
1470,Finley Johnson,12,Male,91.3,8.0,81,72,77.0,71,2.66,Yes,Yes,Graduate,No,Yes
1471,Dakota Johnson,11,Female,91.1,4.0,63,48,60.0,67,1.55,Yes,Yes,High School,No,No
1472,Cameron Jackson,12,Female,78.8,7.0,55,58,57.0,60,1.59,No,Yes,,Yes,No
1473,Drew Jackson,11,Female,89.3,8.0,65,75,84.0,71,2.71,Yes,Yes,Bachelor's,No,Yes
1474,Rowan Moore,11,Male,96.2,12.0,94,98,82.0,100,3.54,Yes,No,High School,Yes,Yes
1475,Skyler Johnson,10,Male,94.2,12.0,92,100,100.0,94,3.79,Yes,Yes,Bachelor's,No,Yes
1476,Jamie Johnson,12,Female,87.2,6.0,60,59,70.0,68,2.1,No,Yes,,No,Yes
1477,Alex Brown,10,Female,84.3,7.0,75,77,81.0,73,2.72,No,Yes,High School,No,Yes
1478,Rowan Chen,11,Non-binary,83.0,10.0,84,77,73.0,91,3.18,Yes,Yes,Graduate,No,Yes
1479,Taylor Wilson,10,Female,91.7,5.0,80,70,85.0,73,2.61,Yes,Yes,Bachelor's,No,Yes
1480,Sam Lopez,11,Female,89.6,10.0,74,79,77.0,73,2.52,Yes,Yes,High School,No,Yes
1481,Dakota Garcia,11,Male,93.0,7.0,71,72,73.0,63,2.39,No,Yes,High School,No,Yes
1482,Sam Anderson,10,Male,89.1,4.0,67,79,66.0,81,2.35,No,No,None,Yes,Yes
1483,Dakota Wilson,12,Male,94.6,4.0,81,81,75.0,82,2.82,No,Yes,Bachelor's,No,Yes
1484,Drew Johnson,10,Female,88.8,13.0,74,68,70.0,69,2.29,No,No,High School,Yes,Yes
1485,Riley Thomas,11,Female,94.3,7.0,80,85,76.0,100,3.26,Yes,Yes,High School,Yes,Yes
1486,Quinn White,10,Male,95.0,14.0,100,98,97.0,93,3.89,No,Yes,Bachelor's,Yes,Yes
1487,Hayden Smith,10,Female,81.6,5.0,66,67,61.0,53,1.86,Yes,Yes,None,No,No
1488,Skyler Davis,10,Male,73.5,,64,76,64.0,66,2.1,Yes,Yes,None,Yes,Yes
1489,Sage Jackson,9,Male,100.0,17.0,99,99,95.0,89,3.86,Yes,Yes,Bachelor's,No,Yes
1490,Logan Anderson,9,Male,90.1,3.0,73,66,68.0,62,2.53,Yes,Yes,None,Yes,Yes
1491,Jamie Jackson,11,Male,74.3,0.0,57,54,47.0,44,1.24,No,No,High School,No,No
1492,Skyler Martinez,11,Female,82.3,13.0,66,60,63.0,57,1.81,Yes,Yes,High School,No,No
1493,Sage Kim,11,Male,94.2,4.0,66,68,73.0,58,1.94,No,Yes,High School,No,No
1494,Sam Anderson,9,Female,85.8,7.0,59,73,70.0,74,2.16,No,Yes,,No,Yes
1495,Reese Garcia,10,Female,83.9,5.0,59,67,58.0,60,1.75,No,Yes,Bachelor's,No,No
1496,Taylor Nguyen,9,Male,99.2,9.0,100,92,89.0,91,3.55,No,Yes,Graduate,No,Yes
1497,Quinn Chen,12,Male,79.6,4.0,64,61,66.0,69,2.0,Yes,Yes,High School,Yes,Yes
1498,Logan Khan,12,Female,81.6,7.0,71,79,74.0,73,2.71,Yes,Yes,Graduate,No,Yes
1499,Cameron Lee,9,Male,89.7,9.0,71,78,68.0,75,2.58,Yes,Yes,,No,Yes
1500,Taylor Lopez,11,Female,91.1,3.0,67,73,69.0,76,2.34,Yes,Yes,Bachelor's,No,Yes
1501,Rowan Kim,9,Male,92.0,5.0,75,76,76.0,78,2.52,No,Yes,Bachelor's,No,Yes
1502,Micah Lopez,10,Female,95.3,6.0,70,73,72.0,76,2.58,Yes,Yes,Bachelor's,No,Yes
1503,Jamie Clark,9,Female,89.6,2.0,75,67,65.0,72,2.27,Yes,Yes,Bachelor's,No,Yes
